Source,Target,Weight,edge_name,edge_color,travel_seconds,longitude_Source,latitude_Source,longitude_Target,latitude_Target,distance_meters,speed_ms
3,2,0.0035460993,1,2DBEF0,282.0,-3.69825,40.46055,-3.69506,40.464420000000004,507.8166274893339,1.8007681825862905
63,29,0.0038834951399999997,6,98989B,257.5,-3.67495,40.43468,-3.66926,40.4279,894.3882401348233,3.4733523888731
79,78,0.0040983607,5,8FD400,244.0,-3.64736,40.43358,-3.6428199999999995,40.43569,450.8774158575369,1.847858261711217
4,5,0.0035971223,1,2DBEF0,278.0,-3.7030199999999995,40.45429,-3.7033099999999997,40.45033,440.41918154112517,1.5842416602198748
19,20,0.0037313433000000003,1,2DBEF0,268.0,-3.66906,40.39819,-3.66414,40.395540000000004,510.93990226902577,1.9064921726456185
156,166,0.003649635,9,A60084,274.0,-3.6768199999999998,40.456340000000004,-3.67579,40.463,744.6917952232664,2.7178532672381985
326,161,0.003125,9,A60084,320.0,-3.71634,40.4911,-3.7075099999999996,40.48466,1035.3040859607777,3.23532526862743
256,255,0.0032679739000000003,11,009B3A,306.0,-3.7569,40.36422,-3.7519099999999996,40.372,962.264562163389,3.1446554319065
142,57,0.0035211268,10,005AA9,284.0,-3.6914800000000003,40.43825,-3.6959400000000002,40.42772,1228.998915439797,4.32746096985844
142,143,0.0041322314,7,EE7518,242.0,-3.6914800000000003,40.43825,-3.69925,40.43838,659.4064476980724,2.7248200318102165
229,228,0.0031545741,12,A49800,317.0,-3.7182,40.32423,-3.70985,40.31862,944.3011327058448,2.9788679265168607
135,136,0.0038167939,7,EE7518,262.0,-3.6333,40.42842,-3.64106,40.430209999999995,687.8330839588634,2.625317114346807
289,290,0.0022026432,7,EE7518,454.0,-3.5479199999999995,40.42514,-3.5354099999999997,40.424409999999995,1064.7185503502337,2.3451950448243033
215,216,0.0030120482,12,A49800,332.0,-3.86489,40.32168,-3.87471,40.316520000000004,1012.3920954883689,3.0493737815914725
163,162,0.0031545741,9,A60084,317.0,-3.6958800000000003,40.469440000000006,-3.70316,40.476890000000004,1032.236753465952,3.2562673610913313
71,158,0.0028735632,8,EC82B1,348.0,-3.6383199999999998,40.469429999999996,-3.6162,40.46389,1974.282181864023,5.673224660528802
286,287,0.0016447368,7,EE7518,608.0,-3.60015,40.43339,-3.5691900000000003,40.4225,2892.1557185749566,4.756835063445652
182,183,0.0015243901999999999,9,A60084,656.0,-3.5959800000000004,40.40132,-3.54728,40.36677,5640.865434135035,8.598880234961943
148,149,0.0036363636,7,EE7518,275.0,-3.7159699999999996,40.46482,-3.71769,40.47022,617.1232942193568,2.2440847062522065
77,78,0.004048583,5,8FD400,247.0,-3.63816,40.43805,-3.6428199999999995,40.43569,474.34987111242316,1.9204448223175026
181,182,0.0037593985,9,A60084,266.0,-3.60239,40.40381,-3.5959800000000004,40.40132,610.3649751756359,2.2946051698332175
30,31,0.0047393365,2,ED1C24,211.0,-3.67591,40.42455,-3.6801199999999996,40.422940000000004,399.5097801311634,1.8934112802424805
32,33,0.0038610039000000003,2,ED1C24,259.0,-3.68624,40.42031,-3.6949699999999996,40.41922,750.7248743585376,2.898551638449952
288,289,0.0024096385999999997,7,EE7518,415.0,-3.5611900000000003,40.42374,-3.5479199999999995,40.42514,1136.8091250496132,2.739299096505092
173,114,0.0033783784,9,A60084,296.0,-3.67858,40.41839,-3.66951,40.41507,853.5181938803576,2.883507411757965
119,64,0.0037105751299999997,6,98989B,269.5,-3.6840599999999997,40.44379,-3.6766400000000004,40.43803,897.443466753247,3.3300314165241076
149,150,0.004048583,7,EE7518,247.0,-3.71769,40.47022,-3.71582,40.47592,652.5121800573711,2.641749716831462
108,207,0.003164557,11,009B3A,316.0,-3.7183699999999997,40.3846,-3.7279,40.380829999999996,911.1104278179539,2.8832608475251704
109,108,0.00351493848,6,98989B,284.5,-3.7069,40.3871,-3.7183699999999997,40.3846,1012.7234337963356,3.5596605757340445
277,278,0.0035335689000000003,10,005AA9,283.0,-3.6627699999999996,40.51553,-3.6585900000000002,40.5276,1386.3251900643415,4.8986755832662245
216,217,0.0026666666999999996,12,A49800,375.0,-3.87471,40.316520000000004,-3.8640199999999996,40.30903,1231.8352658496508,3.2848940422657353
230,231,0.0026954178,12,A49800,371.0,-3.7296300000000002,40.32907,-3.7401800000000005,40.33664,1228.9491741357813,3.312531466673265
95,96,0.0037878788,5,8FD400,264.0,-3.7236,40.39335,-3.7313199999999997,40.388459999999995,851.1642083202354,3.2241068496978613
275,274,0.004048583,10,005AA9,247.0,-3.69575,40.50525,-3.6952,40.5012,452.1394049591394,1.8305239067171637
57,10,0.004651162800000001,10,005AA9,215.0,-3.6959400000000002,40.42772,-3.7011,40.426190000000005,469.6803639418052,2.1845598322874658
68,69,0.0035087719,4,B65518,285.0,-3.6561800000000004,40.45583,-3.6458199999999996,40.45945,966.3232010689816,3.390607723049058
291,290,0.0022624434,7,EE7518,442.0,-3.52549,40.42295,-3.5354099999999997,40.424409999999995,857.3169997025734,1.9396312210465463
180,181,0.0040322581,9,A60084,248.0,-3.60886,40.40422,-3.60239,40.40381,551.1120589425564,2.2222260441232113
114,113,0.00373831775,6,98989B,267.5,-3.66951,40.41507,-3.67041,40.40697,902.6828089383282,3.374515173601227
97,96,0.003649635,5,8FD400,274.0,-3.73982,40.38885,-3.7313199999999997,40.388459999999995,723.0140140879943,2.63873727769341
65,64,0.0036101083,4,B65518,277.0,-3.6748199999999995,40.44419,-3.6766400000000004,40.43803,701.2375996203074,2.531543680939738
9,8,0.0032786885,1,2DBEF0,305.0,-3.7021800000000002,40.42906,-3.69898,40.43492,705.0918534956969,2.3117765688383507
227,226,0.0028490028000000005,12,A49800,351.0,-3.72224,40.3118,-3.73403,40.30993,1023.4979955006058,2.915948705129931
6,120,0.00386847195,6,98989B,258.5,-3.7039699999999995,40.44697,-3.6924099999999997,40.44662,981.4588952202315,3.796746209749445
122,6,0.0038986354700000004,6,98989B,256.5,-3.7122900000000003,40.44637,-3.7039699999999995,40.44697,708.9635519535087,2.763990455959098
210,211,0.0028818444,12,A49800,347.0,-3.8212,40.34969,-3.83178,40.35008,899.8815530732983,2.593318596753021
51,52,0.004651162800000001,3,FFD000,215.0,-3.7134099999999997,40.42709,-3.71596,40.430659999999996,451.6349629486188,2.1006277346447386
104,130,0.0040080160299999995,6,98989B,249.5,-3.7442900000000003,40.399229999999996,-3.74534,40.4051,657.8850548102416,2.636813846934836
71,258,0.0040650407000000005,8,EC82B1,246.0,-3.6383199999999998,40.469429999999996,-3.6486699999999996,40.468,892.001534541467,3.6260224981360447
62,63,0.0041493776,4,B65518,241.0,-3.67541,40.42917,-3.67495,40.43468,613.0903933294205,2.5439435407859774
227,228,0.0026525198999999998,12,A49800,377.0,-3.72224,40.3118,-3.70985,40.31862,1297.1592898387778,3.440740821853522
25,26,0.003649635,1,2DBEF0,274.0,-3.6247199999999995,40.38216,-3.6213,40.3796,406.3871573749443,1.4831648079377528
200,199,0.0027100271000000003,10,005AA9,369.0,-3.75311,40.40786,-3.7356300000000005,40.41641,1761.4395272626482,4.77354885437032
188,261,0.0037593985,10,005AA9,266.0,-3.68585,40.48041,-3.6825900000000003,40.47203,970.7404885961896,3.649400333068382
229,230,0.0028901734000000004,12,A49800,346.0,-3.7182,40.32423,-3.7296300000000002,40.32907,1110.1479696344709,3.208520143452228
128,127,0.00322061191,6,98989B,310.5,-3.72724,40.4139,-3.7203199999999996,40.42107,989.3585444411265,3.1863399176847875
179,178,0.0027173913,9,A60084,368.0,-3.6215599999999997,40.40005,-3.6351199999999997,40.40051,1152.2838286734238,3.131206056177782
79,80,0.0036900369,5,8FD400,271.0,-3.64736,40.43358,-3.6575699999999998,40.43189,886.4349544762656,3.270977691794338
267,268,0.0036231884000000004,3,FFD000,276.0,-3.6978800000000005,40.38409,-3.69585,40.375029999999995,1020.702334063564,3.698196862549145
53,52,0.00487804878,6,98989B,205.0,-3.71945,40.43502,-3.71596,40.430659999999996,567.533392929798,2.768455575267307
37,50,0.0049019608,2,ED1C24,204.0,-3.70796,40.42132,-3.7074199999999995,40.42484,393.5478322180161,1.9291560402843926
324,323,0.0033783784,2,ED1C24,296.0,-3.61206,40.42239,-3.62351,40.41829,1073.1030796917057,3.6253482422017087
208,254,0.0035971223,11,009B3A,278.0,-3.7341699999999998,40.37587,-3.7391,40.3736,488.70323691285296,1.7579253126361618
46,47,0.0046728972,3,FFD000,214.0,-3.7026800000000004,40.40513,-3.7009,40.40851,404.5954732782688,1.8906330527021906
59,58,0.0043478260999999995,4,B65518,230.0,-3.68663,40.42543,-3.69101,40.42542,371.6952825587756,1.61606644590772
1,163,0.0033783784,9,A60084,296.0,-3.68917,40.4669,-3.6958800000000003,40.469440000000006,635.1239731285812,2.145689098407369
123,122,0.00410677618,6,98989B,243.5,-3.7194300000000005,40.44644,-3.7122900000000003,40.44637,605.7730971768613,2.4877745263936806
113,18,0.003913894320000001,6,98989B,255.5,-3.67041,40.40697,-3.6751400000000003,40.40126,750.4944375673125,2.9373559200286206
208,207,0.00330033,11,009B3A,303.0,-3.7341699999999998,40.37587,-3.7279,40.380829999999996,766.0621203841409,2.52825782304997
233,232,0.0027777778,12,A49800,360.0,-3.7594199999999995,40.3266,-3.7526599999999997,40.33475,1071.9188652992827,2.9775524036091188
175,114,0.0034246575,9,A60084,292.0,-3.6617900000000003,40.41147,-3.66951,40.41507,767.5637709702725,2.6286430512680563
205,236,0.0031545741,12,A49800,317.0,-3.8121099999999997,40.345240000000004,-3.77587,40.33616,3240.105572619991,10.221153225930571
83,63,0.0037735849,5,8FD400,265.0,-3.68258,40.43278,-3.67495,40.43468,680.9245218805484,2.5695264976624466
43,109,0.0034662045000000002,6,98989B,288.5,-3.6951099999999997,40.39116,-3.7069,40.3871,1097.8890719184337,3.8055080482441377
280,281,0.0034965035,10,005AA9,286.0,-3.6373800000000003,40.54102,-3.6468800000000003,40.55048,1323.3063809763917,4.626945388029341
150,151,0.0042918455,7,EE7518,233.0,-3.71582,40.47592,-3.7184,40.4801,513.1362198594289,2.2023013727872485
288,287,0.0026666666999999996,7,EE7518,375.0,-3.5611900000000003,40.42374,-3.5691900000000003,40.4225,692.7379130337654,1.8473011014233744
132,133,0.0036630037,7,EE7518,273.0,-3.60788,40.432990000000004,-3.6154699999999997,40.42799,850.3321733366736,3.114769865702101
64,63,0.00429184549,6,98989B,233.0,-3.6766400000000004,40.43803,-3.67495,40.43468,398.67423626663435,1.7110482243203191
205,204,0.0042918455,10,005AA9,233.0,-3.8121099999999997,40.345240000000004,-3.8072,40.34985,660.3458067195761,2.8341021747621293
22,23,0.0033670034,1,2DBEF0,297.0,-3.6539099999999998,40.39156,-3.6452199999999997,40.38977,764.1305726483873,2.572830210937331
111,259,0.0038095238000000003,6,98989B,262.5,-3.67814,40.395379999999996,-3.6886400000000004,40.3931,926.7119932222546,3.530331402751446
46,45,0.0038759690000000004,3,FFD000,258.0,-3.7026800000000004,40.40513,-3.69423,40.40307,752.8971243004431,2.9182059081412524
7,8,0.0032258065,1,2DBEF0,310.0,-3.7013300000000005,40.44198,-3.69898,40.43492,808.9218264062688,2.609425246471835
169,64,0.0036363636,9,A60084,275.0,-3.67821,40.44427,-3.6766400000000004,40.43803,705.5959642533362,2.565803506375768
71,70,0.003968254,4,B65518,252.0,-3.6383199999999998,40.469429999999996,-3.6356,40.463809999999995,665.3357773793958,2.6402213388071263
156,168,0.0036231884000000004,9,A60084,276.0,-3.6768199999999998,40.456340000000004,-3.6773800000000003,40.45145,545.0758903019018,1.9749126460213835
324,325,0.0033783784,2,ED1C24,296.0,-3.61206,40.42239,-3.60331,40.42375,757.7655091369322,2.5600186119490953
200,103,0.0038759690000000004,10,005AA9,258.0,-3.75311,40.40786,-3.7610099999999997,40.403240000000004,844.330889188447,3.272600345691655
9,39,0.0046948357,4,B65518,213.0,-3.7021800000000002,40.42906,-3.70557,40.430009999999996,306.395820330725,1.4384780297217135
259,43,0.00405679513,6,98989B,246.5,-3.6886400000000004,40.3931,-3.6951099999999997,40.39116,590.0545942022569,2.3937306052829896
140,64,0.00390625,7,EE7518,256.0,-3.67215,40.43934,-3.6766400000000004,40.43803,407.7819237878068,1.5928981397961204
71,72,0.0043859649,4,B65518,228.0,-3.6383199999999998,40.469429999999996,-3.6395800000000005,40.474470000000004,569.7692513715755,2.498987944612173
120,156,0.0030959752,8,EC82B1,323.0,-3.6924099999999997,40.44662,-3.6768199999999998,40.456340000000004,1707.0246950989083,5.284906176776806
177,178,0.0032894737,9,A60084,304.0,-3.64181,40.40522,-3.6351199999999997,40.40051,772.052307610241,2.539645748717898
188,187,0.003164557,10,005AA9,316.0,-3.68585,40.48041,-3.6928300000000003,40.495090000000005,1734.2211074697195,5.488041479334555
1,261,0.0039840637,10,005AA9,251.0,-3.68917,40.4669,-3.6825900000000003,40.47203,797.4316661136683,3.177018590094296
49,12,0.0047169811,3,FFD000,212.0,-3.70566,40.42014,-3.7032599999999998,40.41688,415.37023509489273,1.959293561768362
19,18,0.0032786885,1,2DBEF0,305.0,-3.66906,40.39819,-3.6751400000000003,40.40126,618.5695847024529,2.0280969990244357
77,76,0.003257329,5,8FD400,307.0,-3.63816,40.43805,-3.62684,40.44085,1009.5066800612854,3.2882953747924604
11,10,0.00330033,1,2DBEF0,303.0,-3.7018,40.42001,-3.7011,40.426190000000005,688.810765416489,2.2733028561600297
232,231,0.0030120482,12,A49800,332.0,-3.7526599999999997,40.33475,-3.7401800000000005,40.33664,1081.0451566239146,3.256160110312996
265,264,0.0029585799,4,B65518,338.0,-3.6629,40.47687,-3.65257,40.47537,891.6571810640997,2.6380389972310643
156,258,0.0024875622,8,EC82B1,402.0,-3.6768199999999998,40.456340000000004,-3.6486699999999996,40.468,2716.031915823347,6.756298298068027
36,12,0.0045248869,2,ED1C24,221.0,-3.7094199999999997,40.41809,-3.7032599999999998,40.41688,539.7980563480139,2.442525141846217
138,78,0.0035087719,7,EE7518,285.0,-3.6519999999999997,40.4391,-3.6428199999999995,40.43569,866.0555067527259,3.038791251763951
1,2,0.0036363636,1,2DBEF0,275.0,-3.68917,40.4669,-3.69506,40.464420000000004,570.4169090953578,2.0742433058013012
326,345,0.0026595745000000002,9,A60084,376.0,-3.71634,40.4911,-3.70908,40.49965,1131.4588739596684,3.0091991328714585
15,14,0.0033222590999999997,1,2DBEF0,301.0,-3.6924900000000003,40.40885,-3.6993699999999996,40.412459999999996,708.3209918593284,2.3532258865758418
102,103,0.0029154519,5,8FD400,343.0,-3.76813,40.39481,-3.7610099999999997,40.403240000000004,1114.2794168619055,3.248628037498267
29,115,0.00417536534,6,98989B,239.5,-3.66926,40.4279,-3.6686,40.42289,559.136782063733,2.3346003426460666
283,282,0.0035211268,10,005AA9,284.0,-3.6234,40.55037,-3.63513,40.55442,1090.598632732225,3.840136030747271
9,57,0.0045454545,4,B65518,220.0,-3.7021800000000002,40.42906,-3.6959400000000002,40.42772,550.0223274580708,2.500101488445776
84,57,0.0036900369,5,8FD400,271.0,-3.68954,40.43316,-3.6959400000000002,40.42772,812.3014929390439,2.997422483169904
133,134,0.0037037037,7,EE7518,270.0,-3.6154699999999997,40.42799,-3.62572,40.42799,869.7979262502062,3.2214738009266894
93,92,0.0040650407000000005,5,8FD400,246.0,-3.71138,40.4026,-3.70664,40.40387,426.3732167838963,1.7332244584711232
28,29,0.0041666667,2,ED1C24,240.0,-3.6636599999999997,40.43088,-3.66926,40.4279,579.0613153604081,2.412755480668367
100,99,0.0032894737,5,8FD400,304.0,-3.7608,40.38563,-3.75121,40.38439,825.8684173274627,2.716672425419285
98,99,0.003968254,5,8FD400,252.0,-3.7448699999999997,40.38783,-3.75121,40.38439,660.088866896215,2.6194002654611706
