Source,Target,Type,Weight,edge_name,edge_color,travel_seconds,longitude_Source,latitude_Source,longitude_Target,latitude_Target,distance_meters,speed_ms
67,68,Undirected,0.0036630036630036634,4,#B65518,273,-3.6611800000000003,40.453540000000004,-3.6561800000000004,40.45583,494.51403423264776,1.8114067188009075
36,90,Undirected,0.0035714285714285718,5,#8FD400,280,-3.7094199999999997,40.41809,-3.70816,40.41128,763.7247130761739,2.727588260986335
138,139,Undirected,0.0035714285714285718,7,#EE7518,280,-3.6519999999999997,40.4391,-3.6629699999999996,40.43945,931.5514134659003,3.3269693338067867
220,219,Undirected,0.0032258064516129032,12,#A49800,310,-3.80632,40.28518,-3.81642,40.285759999999996,861.2869135537908,2.778344882431583
93,94,Undirected,0.003584229390681004,5,#8FD400,279,-3.71138,40.4026,-3.71596,40.39736,699.8129790266568,2.508290247407372
223,224,Undirected,0.0030303030303030303,12,#A49800,330,-3.75682,40.288740000000004,-3.7457599999999998,40.293240000000004,1064.9407570019512,3.227093203036216
197,10,Undirected,0.004366812227074236,10,#005AA9,229,-3.7112,40.42342,-3.7011,40.426190000000005,910.6303343864005,3.9765516785432333
86,11,Undirected,0.0041841004184100415,5,#8FD400,239,-3.6976199999999997,40.42293,-3.7018,40.42001,480.60029649149493,2.010879901638054
64,63,Undirected,0.004291845493562232,4,#B65518,233,-3.6766400000000004,40.43803,-3.67495,40.43468,398.67423626663435,1.7110482243203191
168,169,Undirected,0.003636363636363637,9,#A60084,275,-3.6773800000000003,40.45145,-3.67821,40.44427,800.3936640687718,2.9105224147955338
49,197,Undirected,0.004366812227074236,3,#FFD000,229,-3.70566,40.42014,-3.7112,40.42342,594.7312789837421,2.5970798208897032
271,270,Undirected,0.003215434083601286,3,#FFD000,311,-3.69265,40.35089,-3.69363,40.359590000000004,969.6412103570852,3.1178173966465765
3,2,Undirected,0.0035460992907801413,1,#2DBEF0,282,-3.69825,40.46055,-3.69506,40.464420000000004,507.8166274893339,1.8007681825862905
63,29,Directed,0.004,6,#98989B,250,-3.67495,40.43468,-3.66926,40.4279,894.3882401348233,3.577552960539293
29,63,Directed,0.0037735849056603774,6,#98989B,265,-3.66926,40.4279,-3.67495,40.43468,894.3882401348233,3.375049962772918
79,78,Undirected,0.004098360655737704,5,#8FD400,244,-3.64736,40.43358,-3.6428199999999995,40.43569,450.8774158575369,1.847858261711217
4,5,Undirected,0.0035971223021582736,1,#2DBEF0,278,-3.7030199999999995,40.45429,-3.7033099999999997,40.45033,440.41918154112517,1.5842416602198748
19,20,Undirected,0.00373134328358209,1,#2DBEF0,268,-3.66906,40.39819,-3.66414,40.395540000000004,510.93990226902577,1.9064921726456185
156,166,Undirected,0.0036496350364963507,9,#A60084,274,-3.6768199999999998,40.456340000000004,-3.67579,40.463,744.6917952232664,2.7178532672381985
326,161,Undirected,0.003125,9,#A60084,320,-3.71634,40.4911,-3.7075099999999996,40.48466,1035.3040859607777,3.23532526862743
256,255,Undirected,0.0032679738562091504,11,#009B3A,306,-3.7569,40.36422,-3.7519099999999996,40.372,962.264562163389,3.1446554319065
142,57,Undirected,0.0035211267605633804,10,#005AA9,284,-3.6914800000000003,40.43825,-3.6959400000000002,40.42772,1228.998915439797,4.32746096985844
142,143,Undirected,0.004132231404958678,7,#EE7518,242,-3.6914800000000003,40.43825,-3.69925,40.43838,659.4064476980724,2.7248200318102165
229,228,Undirected,0.003154574132492113,12,#A49800,317,-3.7182,40.32423,-3.70985,40.31862,944.3011327058448,2.9788679265168607
135,136,Undirected,0.0038167938931297713,7,#EE7518,262,-3.6333,40.42842,-3.64106,40.430209999999995,687.8330839588634,2.625317114346807
289,290,Undirected,0.002202643171806168,7,#EE7518,454,-3.5479199999999995,40.42514,-3.5354099999999997,40.424409999999995,1064.7185503502337,2.3451950448243033
215,216,Undirected,0.0030120481927710845,12,#A49800,332,-3.86489,40.32168,-3.87471,40.316520000000004,1012.3920954883689,3.0493737815914725
163,162,Undirected,0.003154574132492113,9,#A60084,317,-3.6958800000000003,40.469440000000006,-3.70316,40.476890000000004,1032.236753465952,3.2562673610913313
71,158,Undirected,0.002873563218390805,8,#EC82B1,348,-3.6383199999999998,40.469429999999996,-3.6162,40.46389,1974.282181864023,5.673224660528802
286,287,Undirected,0.001644736842105263,7,#EE7518,608,-3.60015,40.43339,-3.5691900000000003,40.4225,2892.1557185749566,4.756835063445652
182,183,Undirected,0.001524390243902439,9,#A60084,656,-3.5959800000000004,40.40132,-3.54728,40.36677,5640.865434135035,8.598880234961943
148,149,Undirected,0.003636363636363637,7,#EE7518,275,-3.7159699999999996,40.46482,-3.71769,40.47022,617.1232942193568,2.2440847062522065
77,78,Undirected,0.004048582995951417,5,#8FD400,247,-3.63816,40.43805,-3.6428199999999995,40.43569,474.34987111242316,1.9204448223175026
181,182,Undirected,0.003759398496240601,9,#A60084,266,-3.60239,40.40381,-3.5959800000000004,40.40132,610.3649751756359,2.2946051698332175
30,31,Undirected,0.0047393364928909965,2,#ED1C24,211,-3.67591,40.42455,-3.6801199999999996,40.422940000000004,399.5097801311634,1.8934112802424805
32,33,Undirected,0.003861003861003861,2,#ED1C24,259,-3.68624,40.42031,-3.6949699999999996,40.41922,750.7248743585376,2.898551638449952
288,289,Undirected,0.002409638554216868,7,#EE7518,415,-3.5611900000000003,40.42374,-3.5479199999999995,40.42514,1136.8091250496132,2.739299096505092
173,114,Undirected,0.0033783783783783786,9,#A60084,296,-3.67858,40.41839,-3.66951,40.41507,853.5181938803576,2.883507411757965
119,64,Directed,0.003745318352059925,6,#98989B,267,-3.6840599999999997,40.44379,-3.6766400000000004,40.43803,897.443466753247,3.361211485967217
64,119,Directed,0.0035460992907801413,6,#98989B,282,-3.6766400000000004,40.43803,-3.6840599999999997,40.44379,897.443466753247,3.182423640968961
149,150,Undirected,0.004048582995951417,7,#EE7518,247,-3.71769,40.47022,-3.71582,40.47592,652.5121800573711,2.641749716831462
108,207,Undirected,0.0031645569620253164,11,#009B3A,316,-3.7183699999999997,40.3846,-3.7279,40.380829999999996,911.1104278179539,2.8832608475251704
109,108,Directed,0.0036101083032490976,6,#98989B,277,-3.7069,40.3871,-3.7183699999999997,40.3846,1012.7234337963356,3.6560412772430886
108,109,Directed,0.003424657534246575,6,#98989B,292,-3.7183699999999997,40.3846,-3.7069,40.3871,1012.7234337963356,3.4682309376586837
277,278,Undirected,0.00353356890459364,10,#005AA9,283,-3.6627699999999996,40.51553,-3.6585900000000002,40.5276,1386.3251900643415,4.8986755832662245
216,217,Undirected,0.0026666666666666666,12,#A49800,375,-3.87471,40.316520000000004,-3.8640199999999996,40.30903,1231.8352658496508,3.2848940422657353
230,231,Undirected,0.0026954177897574125,12,#A49800,371,-3.7296300000000002,40.32907,-3.7401800000000005,40.33664,1228.9491741357813,3.312531466673265
95,96,Undirected,0.0037878787878787884,5,#8FD400,264,-3.7236,40.39335,-3.7313199999999997,40.388459999999995,851.1642083202354,3.2241068496978613
275,274,Undirected,0.004048582995951417,10,#005AA9,247,-3.69575,40.50525,-3.6952,40.5012,452.1394049591394,1.8305239067171637
57,10,Undirected,0.004651162790697674,10,#005AA9,215,-3.6959400000000002,40.42772,-3.7011,40.426190000000005,469.6803639418052,2.1845598322874658
68,69,Undirected,0.003508771929824561,4,#B65518,285,-3.6561800000000004,40.45583,-3.6458199999999996,40.45945,966.3232010689816,3.390607723049058
291,290,Undirected,0.0022624434389140274,7,#EE7518,442,-3.52549,40.42295,-3.5354099999999997,40.424409999999995,857.3169997025734,1.9396312210465463
180,181,Undirected,0.004032258064516129,9,#A60084,248,-3.60886,40.40422,-3.60239,40.40381,551.1120589425564,2.2222260441232113
114,113,Directed,0.003846153846153847,6,#98989B,260,-3.66951,40.41507,-3.67041,40.40697,902.6828089383282,3.4718569574551084
113,114,Directed,0.003636363636363637,6,#98989B,275,-3.67041,40.40697,-3.66951,40.41507,902.6828089383282,3.282482941593921
97,96,Undirected,0.0036496350364963507,5,#8FD400,274,-3.73982,40.38885,-3.7313199999999997,40.388459999999995,723.0140140879943,2.63873727769341
65,64,Undirected,0.0036101083032490976,4,#B65518,277,-3.6748199999999995,40.44419,-3.6766400000000004,40.43803,701.2375996203074,2.531543680939738
9,8,Undirected,0.003278688524590164,1,#2DBEF0,305,-3.7021800000000002,40.42906,-3.69898,40.43492,705.0918534956969,2.3117765688383507
227,226,Undirected,0.0028490028490028487,12,#A49800,351,-3.72224,40.3118,-3.73403,40.30993,1023.4979955006058,2.915948705129931
6,120,Directed,0.00398406374501992,6,#98989B,251,-3.7039699999999995,40.44697,-3.6924099999999997,40.44662,981.4588952202315,3.910194801674229
120,6,Directed,0.003759398496240601,6,#98989B,266,-3.6924099999999997,40.44662,-3.7039699999999995,40.44697,981.4588952202315,3.6896950948129006
122,6,Directed,0.004016064257028112,6,#98989B,249,-3.7122900000000003,40.44637,-3.7039699999999995,40.44697,708.9635519535087,2.8472431805361795
6,122,Directed,0.0037878787878787884,6,#98989B,264,-3.7039699999999995,40.44697,-3.7122900000000003,40.44637,708.9635519535087,2.6854679998238966
210,211,Undirected,0.002881844380403458,12,#A49800,347,-3.8212,40.34969,-3.83178,40.35008,899.8815530732983,2.593318596753021
51,52,Undirected,0.004651162790697674,3,#FFD000,215,-3.7134099999999997,40.42709,-3.71596,40.430659999999996,451.6349629486188,2.1006277346447386
104,130,Directed,0.004132231404958678,6,#98989B,242,-3.7442900000000003,40.399229999999996,-3.74534,40.4051,657.8850548102416,2.7185332843398413
130,104,Directed,0.0038910505836575885,6,#98989B,257,-3.74534,40.4051,-3.7442900000000003,40.399229999999996,657.8850548102416,2.5598640264989947
71,258,Undirected,0.0040650406504065045,8,#EC82B1,246,-3.6383199999999998,40.469429999999996,-3.6486699999999996,40.468,892.001534541467,3.6260224981360447
62,63,Undirected,0.004149377593360996,4,#B65518,241,-3.67541,40.42917,-3.67495,40.43468,613.0903933294205,2.5439435407859774
227,228,Undirected,0.002652519893899204,12,#A49800,377,-3.72224,40.3118,-3.70985,40.31862,1297.1592898387778,3.440740821853522
25,26,Undirected,0.0036496350364963507,1,#2DBEF0,274,-3.6247199999999995,40.38216,-3.6213,40.3796,406.3871573749443,1.4831648079377528
200,199,Undirected,0.002710027100271003,10,#005AA9,369,-3.75311,40.40786,-3.7356300000000005,40.41641,1761.4395272626482,4.77354885437032
188,261,Undirected,0.003759398496240601,10,#005AA9,266,-3.68585,40.48041,-3.6825900000000003,40.47203,970.7404885961896,3.649400333068382
229,230,Undirected,0.0028901734104046237,12,#A49800,346,-3.7182,40.32423,-3.7296300000000002,40.32907,1110.1479696344709,3.208520143452228
128,127,Directed,0.0033003300330033004,6,#98989B,303,-3.72724,40.4139,-3.7203199999999996,40.42107,989.3585444411265,3.26520971762748
127,128,Directed,0.0031446540880503146,6,#98989B,318,-3.7203199999999996,40.42107,-3.72724,40.4139,989.3585444411265,3.111190391324297
179,178,Undirected,0.002717391304347826,9,#A60084,368,-3.6215599999999997,40.40005,-3.6351199999999997,40.40051,1152.2838286734238,3.131206056177782
79,80,Undirected,0.003690036900369004,5,#8FD400,271,-3.64736,40.43358,-3.6575699999999998,40.43189,886.4349544762656,3.270977691794338
267,268,Undirected,0.0036231884057971015,3,#FFD000,276,-3.6978800000000005,40.38409,-3.69585,40.375029999999995,1020.702334063564,3.698196862549145
52,53,Undirected,0.004878048780487805,6,#98989B,205,-3.71596,40.430659999999996,-3.71945,40.43502,567.533392929798,2.768455575267307
37,50,Undirected,0.004901960784313725,2,#ED1C24,204,-3.70796,40.42132,-3.7074199999999995,40.42484,393.5478322180161,1.9291560402843926
324,323,Undirected,0.0033783783783783786,2,#ED1C24,296,-3.61206,40.42239,-3.62351,40.41829,1073.1030796917057,3.6253482422017087
208,254,Undirected,0.0035971223021582736,11,#009B3A,278,-3.7341699999999998,40.37587,-3.7391,40.3736,488.70323691285296,1.7579253126361618
46,47,Undirected,0.004672897196261682,3,#FFD000,214,-3.7026800000000004,40.40513,-3.7009,40.40851,404.5954732782688,1.8906330527021906
59,58,Undirected,0.004347826086956522,4,#B65518,230,-3.68663,40.42543,-3.69101,40.42542,371.6952825587756,1.61606644590772
1,163,Undirected,0.0033783783783783786,9,#A60084,296,-3.68917,40.4669,-3.6958800000000003,40.469440000000006,635.1239731285812,2.145689098407369
123,122,Directed,0.00423728813559322,6,#98989B,236,-3.7194300000000005,40.44644,-3.7122900000000003,40.44637,605.7730971768613,2.566835157529073
122,123,Directed,0.00398406374501992,6,#98989B,251,-3.7122900000000003,40.44637,-3.7194300000000005,40.44644,605.7730971768613,2.413438634170762
113,18,Directed,0.004032258064516129,6,#98989B,248,-3.67041,40.40697,-3.6751400000000003,40.40126,750.4944375673125,3.0261872482552925
18,113,Directed,0.0038022813688212928,6,#98989B,263,-3.6751400000000003,40.40126,-3.67041,40.40697,750.4944375673125,2.8535910173662073
208,207,Undirected,0.0033003300330033004,11,#009B3A,303,-3.7341699999999998,40.37587,-3.7279,40.380829999999996,766.0621203841409,2.52825782304997
233,232,Undirected,0.0027777777777777783,12,#A49800,360,-3.7594199999999995,40.3266,-3.7526599999999997,40.33475,1071.9188652992827,2.9775524036091188
175,114,Undirected,0.003424657534246575,9,#A60084,292,-3.6617900000000003,40.41147,-3.66951,40.41507,767.5637709702725,2.6286430512680563
205,236,Undirected,0.003154574132492113,12,#A49800,317,-3.8121099999999997,40.345240000000004,-3.77587,40.33616,3240.105572619991,10.221153225930571
83,63,Undirected,0.0037735849056603774,5,#8FD400,265,-3.68258,40.43278,-3.67495,40.43468,680.9245218805484,2.5695264976624466
43,109,Directed,0.0035587188612099642,6,#98989B,281,-3.6951099999999997,40.39116,-3.7069,40.3871,1097.8890719184337,3.907078547752433
109,43,Directed,0.0033783783783783786,6,#98989B,296,-3.7069,40.3871,-3.6951099999999997,40.39116,1097.8890719184337,3.709084702427141
280,281,Undirected,0.0034965034965034965,10,#005AA9,286,-3.6373800000000003,40.54102,-3.6468800000000003,40.55048,1323.3063809763917,4.626945388029341
150,151,Undirected,0.004291845493562232,7,#EE7518,233,-3.71582,40.47592,-3.7184,40.4801,513.1362198594289,2.2023013727872485
288,287,Undirected,0.0026666666666666666,7,#EE7518,375,-3.5611900000000003,40.42374,-3.5691900000000003,40.4225,692.7379130337654,1.8473011014233744
132,133,Undirected,0.0036630036630036634,7,#EE7518,273,-3.60788,40.432990000000004,-3.6154699999999997,40.42799,850.3321733366736,3.114769865702101
64,63,Undirected,0.004291845493562232,6,#98989B,233,-3.6766400000000004,40.43803,-3.67495,40.43468,398.67423626663435,1.7110482243203191
205,204,Undirected,0.004291845493562232,10,#005AA9,233,-3.8121099999999997,40.345240000000004,-3.8072,40.34985,660.3458067195761,2.8341021747621293
22,23,Undirected,0.0033670033670033673,1,#2DBEF0,297,-3.6539099999999998,40.39156,-3.6452199999999997,40.38977,764.1305726483873,2.572830210937331
111,259,Directed,0.0039215686274509795,6,#98989B,255,-3.67814,40.395379999999996,-3.6886400000000004,40.3931,926.7119932222546,3.6341646793029594
259,111,Directed,0.003703703703703704,6,#98989B,270,-3.6886400000000004,40.3931,-3.67814,40.395379999999996,926.7119932222546,3.432266641563906
46,45,Undirected,0.0038759689922480615,3,#FFD000,258,-3.7026800000000004,40.40513,-3.69423,40.40307,752.8971243004431,2.9182059081412524
7,8,Undirected,0.0032258064516129032,1,#2DBEF0,310,-3.7013300000000005,40.44198,-3.69898,40.43492,808.9218264062688,2.609425246471835
169,64,Undirected,0.003636363636363637,9,#A60084,275,-3.67821,40.44427,-3.6766400000000004,40.43803,705.5959642533362,2.565803506375768
71,70,Undirected,0.003968253968253968,4,#B65518,252,-3.6383199999999998,40.469429999999996,-3.6356,40.463809999999995,665.3357773793958,2.6402213388071263
