Source,Target,Type,Weight,edge_name,edge_color,travel_seconds,longitude_Source,latitude_Source,longitude_Target,latitude_Target,distance_meters,speed_ms
156,168,Undirected,0.0036231884057971015,9,#A60084,276,-3.6768199999999998,40.456340000000004,-3.6773800000000003,40.45145,545.0758903019018,1.9749126460213835
324,325,Undirected,0.0033783783783783786,2,#ED1C24,296,-3.61206,40.42239,-3.60331,40.42375,757.7655091369322,2.5600186119490953
200,103,Undirected,0.0038759689922480615,10,#005AA9,258,-3.75311,40.40786,-3.7610099999999997,40.403240000000004,844.330889188447,3.272600345691655
9,39,Undirected,0.004694835680751174,4,#B65518,213,-3.7021800000000002,40.42906,-3.70557,40.430009999999996,306.395820330725,1.4384780297217135
259,43,Directed,0.0041841004184100415,6,#98989B,239,-3.6886400000000004,40.3931,-3.6951099999999997,40.39116,590.0545942022569,2.4688476744864305
43,259,Directed,0.003937007874015748,6,#98989B,254,-3.6951099999999997,40.39116,-3.6886400000000004,40.3931,590.0545942022569,2.3230495834734524
140,64,Undirected,0.00390625,7,#EE7518,256,-3.67215,40.43934,-3.6766400000000004,40.43803,407.7819237878068,1.5928981397961204
71,72,Undirected,0.0043859649122807015,4,#B65518,228,-3.6383199999999998,40.469429999999996,-3.6395800000000005,40.474470000000004,569.7692513715755,2.498987944612173
120,156,Undirected,0.0030959752321981426,8,#EC82B1,323,-3.6924099999999997,40.44662,-3.6768199999999998,40.456340000000004,1707.0246950989083,5.284906176776806
177,178,Undirected,0.003289473684210526,9,#A60084,304,-3.64181,40.40522,-3.6351199999999997,40.40051,772.052307610241,2.539645748717898
188,187,Undirected,0.0031645569620253164,10,#005AA9,316,-3.68585,40.48041,-3.6928300000000003,40.495090000000005,1734.2211074697195,5.488041479334555
1,261,Undirected,0.00398406374501992,10,#005AA9,251,-3.68917,40.4669,-3.6825900000000003,40.47203,797.4316661136683,3.177018590094296
49,12,Undirected,0.0047169811320754715,3,#FFD000,212,-3.70566,40.42014,-3.7032599999999998,40.41688,415.37023509489273,1.959293561768362
19,18,Undirected,0.003278688524590164,1,#2DBEF0,305,-3.66906,40.39819,-3.6751400000000003,40.40126,618.5695847024529,2.0280969990244357
77,76,Undirected,0.0032573289902280127,5,#8FD400,307,-3.63816,40.43805,-3.62684,40.44085,1009.5066800612854,3.2882953747924604
11,10,Undirected,0.0033003300330033004,1,#2DBEF0,303,-3.7018,40.42001,-3.7011,40.426190000000005,688.810765416489,2.2733028561600297
232,231,Undirected,0.0030120481927710845,12,#A49800,332,-3.7526599999999997,40.33475,-3.7401800000000005,40.33664,1081.0451566239146,3.256160110312996
265,264,Undirected,0.002958579881656805,4,#B65518,338,-3.6629,40.47687,-3.65257,40.47537,891.6571810640997,2.6380389972310643
156,258,Undirected,0.0024875621890547268,8,#EC82B1,402,-3.6768199999999998,40.456340000000004,-3.6486699999999996,40.468,2716.031915823347,6.756298298068027
36,12,Undirected,0.004524886877828055,2,#ED1C24,221,-3.7094199999999997,40.41809,-3.7032599999999998,40.41688,539.7980563480139,2.442525141846217
138,78,Undirected,0.003508771929824561,7,#EE7518,285,-3.6519999999999997,40.4391,-3.6428199999999995,40.43569,866.0555067527259,3.038791251763951
1,2,Undirected,0.003636363636363637,1,#2DBEF0,275,-3.68917,40.4669,-3.69506,40.464420000000004,570.4169090953578,2.0742433058013012
326,345,Undirected,0.0026595744680851068,9,#A60084,376,-3.71634,40.4911,-3.70908,40.49965,1131.4588739596684,3.0091991328714585
15,14,Undirected,0.003322259136212625,1,#2DBEF0,301,-3.6924900000000003,40.40885,-3.6993699999999996,40.412459999999996,708.3209918593284,2.3532258865758418
102,103,Undirected,0.002915451895043732,5,#8FD400,343,-3.76813,40.39481,-3.7610099999999997,40.403240000000004,1114.2794168619055,3.248628037498267
29,115,Directed,0.004310344827586207,6,#98989B,232,-3.66926,40.4279,-3.6686,40.42289,559.136782063733,2.410072336481608
115,29,Directed,0.004048582995951417,6,#98989B,247,-3.6686,40.42289,-3.66926,40.4279,559.136782063733,2.2637116682742224
283,282,Undirected,0.0035211267605633804,10,#005AA9,284,-3.6234,40.55037,-3.63513,40.55442,1090.598632732225,3.840136030747271
9,57,Undirected,0.004545454545454545,4,#B65518,220,-3.7021800000000002,40.42906,-3.6959400000000002,40.42772,550.0223274580708,2.500101488445776
84,57,Undirected,0.003690036900369004,5,#8FD400,271,-3.68954,40.43316,-3.6959400000000002,40.42772,812.3014929390439,2.997422483169904
133,134,Undirected,0.003703703703703704,7,#EE7518,270,-3.6154699999999997,40.42799,-3.62572,40.42799,869.7979262502062,3.2214738009266894
93,92,Undirected,0.0040650406504065045,5,#8FD400,246,-3.71138,40.4026,-3.70664,40.40387,426.3732167838963,1.7332244584711232
28,29,Undirected,0.0041666666666666675,2,#ED1C24,240,-3.6636599999999997,40.43088,-3.66926,40.4279,579.0613153604081,2.412755480668367
100,99,Undirected,0.003289473684210526,5,#8FD400,304,-3.7608,40.38563,-3.75121,40.38439,825.8684173274627,2.716672425419285
98,99,Undirected,0.003968253968253968,5,#8FD400,252,-3.7448699999999997,40.38783,-3.75121,40.38439,660.088866896215,2.6194002654611706
236,235,Undirected,0.002976190476190476,12,#A49800,336,-3.77587,40.33616,-3.7715400000000003,40.328990000000005,877.0795497050204,2.610355802693513
175,176,Undirected,0.0033444816053511705,9,#A60084,299,-3.6617900000000003,40.41147,-3.6527300000000005,40.41024,781.0464459203499,2.612195471305518
215,214,Undirected,0.0032679738562091504,12,#A49800,306,-3.86489,40.32168,-3.86354,40.3285,765.9407532358609,2.503074356979938
252,253,Undirected,0.0036231884057971015,5,#8FD400,276,-3.5875199999999996,40.45779,-3.59401,40.45347,730.1884091144955,2.6456101779510703
158,159,Undirected,0.002032520325203252,8,#EC82B1,492,-3.6162,40.46389,-3.56954,40.46864,3992.2417349709413,8.114312469453132
203,204,Undirected,0.001869158878504673,10,#005AA9,535,-3.79152,40.37771,-3.8072,40.34985,3368.1285672663084,6.2955674154510435
265,263,Undirected,0.004219409282700422,4,#B65518,237,-3.6629,40.47687,-3.6668,40.480140000000006,491.13506555819964,2.072299854675948
44,43,Undirected,0.0038910505836575885,3,#FFD000,257,-3.6942,40.3999,-3.6951099999999997,40.39116,973.5794493045918,3.7882468844536645
39,52,Undirected,0.00353356890459364,4,#B65518,283,-3.70557,40.430009999999996,-3.71596,40.430659999999996,884.5970328506447,3.1257845683768366
127,199,Undirected,0.00303951367781155,10,#005AA9,329,-3.7203199999999996,40.42107,-3.7356300000000005,40.41641,1398.6056389788475,4.2510809695405705
74,253,Undirected,0.002652519893899204,5,#8FD400,377,-3.60816,40.44942,-3.59401,40.45347,1281.8115211790787,3.4000305601567073
221,222,Undirected,0.002824858757062147,12,#A49800,354,-3.79891,40.28268,-3.7869699999999997,40.286840000000005,1115.4916317174057,3.1511063042864564
176,177,Undirected,0.003401360544217687,9,#A60084,294,-3.6527300000000005,40.41024,-3.64181,40.40522,1081.634370513954,3.679028471135898
217,218,Undirected,0.0020242914979757085,12,#A49800,494,-3.8640199999999996,40.30903,-3.83768,40.29681,2618.338612382126,5.300280591866652
95,94,Undirected,0.003584229390681004,5,#8FD400,279,-3.7236,40.39335,-3.71596,40.39736,786.7628698569313,2.8199386016377463
47,12,Undirected,0.0035211267605633804,3,#FFD000,284,-3.7009,40.40851,-3.7032599999999998,40.41688,950.766970971149,3.3477710245462995
101,100,Undirected,0.0037735849056603774,5,#8FD400,265,-3.76535,40.390570000000004,-3.7608,40.38563,670.9384510029109,2.5318432113317395
120,192,Undirected,0.004132231404958678,10,#005AA9,242,-3.6924099999999997,40.44662,-3.69038,40.45159,578.128808392977,2.3889620181527977
90,91,Undirected,0.003952569169960474,5,#8FD400,253,-3.70816,40.41128,-3.71105,40.40704,530.893748778133,2.09839426394519
115,114,Directed,0.003968253968253968,6,#98989B,252,-3.6686,40.42289,-3.66951,40.41507,871.7815877790805,3.4594507451550816
114,115,Directed,0.003745318352059925,6,#98989B,267,-3.66951,40.41507,-3.6686,40.42289,871.7815877790805,3.2650995796969307
147,122,Undirected,0.0032679738562091504,7,#EE7518,306,-3.71239,40.45648,-3.7122900000000003,40.44637,1122.680013640056,3.668888933464235
272,273,Undirected,0.002512562814070352,3,#FFD000,398,-3.6931800000000004,40.34154,-3.71199,40.341229999999996,1598.6014972942708,4.016586676618771
120,119,Directed,0.0036101083032490976,6,#98989B,277,-3.6924099999999997,40.44662,-3.6840599999999997,40.44379,774.9617851338514,2.79769597521246
119,120,Directed,0.003424657534246575,6,#98989B,292,-3.6840599999999997,40.44379,-3.6924099999999997,40.44662,774.9617851338514,2.65397871621182
162,161,Undirected,0.003246753246753247,9,#A60084,308,-3.70316,40.476890000000004,-3.7075099999999996,40.48466,938.3439933064371,3.0465714068390817
300,183,Undirected,0.0019157088122605363,9,#A60084,522,-3.5247900000000003,40.34134,-3.54728,40.36677,3409.393650716707,6.531405461143117
140,139,Undirected,0.003937007874015748,7,#EE7518,254,-3.67215,40.43934,-3.6629699999999996,40.43945,778.963680976648,3.066786145577354
21,22,Undirected,0.0035460992907801413,1,#2DBEF0,282,-3.6586800000000004,40.39266,-3.6539099999999998,40.39156,423.00834002549215,1.5000295745584828
185,184,Undirected,0.0017452006980802793,9,#A60084,573,-3.47745,40.31902,-3.5206,40.32837,3811.4197174857295,6.651692351633036
285,160,Undirected,0.002958579881656805,8,#EC82B1,338,-3.59325,40.49177,-3.58253,40.475770000000004,1995.7020034808977,5.904443797280763
1,261,Undirected,0.00398406374501992,1,#2DBEF0,251,-3.68917,40.4669,-3.6825900000000003,40.47203,797.4316661136683,3.177018590094296
36,37,Undirected,0.004694835680751174,2,#ED1C24,213,-3.7094199999999997,40.41809,-3.70796,40.42132,379.4680248671958,1.7815400228506846
323,322,Undirected,0.003194888178913738,2,#ED1C24,313,-3.62351,40.41829,-3.6391400000000003,40.42361,1452.072936643036,4.6392106602013925
160,159,Undirected,0.003472222222222222,8,#EC82B1,288,-3.58253,40.475770000000004,-3.56954,40.46864,1356.59505461582,4.710399495193819
279,278,Undirected,0.0028653295128939827,10,#005AA9,349,-3.63556,40.53196,-3.6585900000000002,40.5276,2010.5041110920374,5.760756765306698
219,218,Undirected,0.002272727272727273,12,#A49800,440,-3.81642,40.285759999999996,-3.83768,40.29681,2184.816776680154,4.965492674273077
53,124,Directed,0.003058103975535168,6,#98989B,327,-3.71945,40.43502,-3.72678,40.44356,1134.0444818510532,3.468025938382426
124,53,Directed,0.0029239766081871343,6,#98989B,342,-3.72678,40.44356,-3.71945,40.43502,1134.0444818510532,3.3159195375761787
127,52,Directed,0.0030211480362537764,6,#98989B,331,-3.7203199999999996,40.42107,-3.71596,40.430659999999996,1127.3460335039704,3.4058792552990043
52,127,Directed,0.0028901734104046237,6,#98989B,346,-3.71596,40.430659999999996,-3.7203199999999996,40.42107,1127.3460335039704,3.258225530358296
9,10,Undirected,0.0037174721189591076,1,#2DBEF0,269,-3.7021800000000002,40.42906,-3.7011,40.426190000000005,331.60895586586975,1.232747047828512
102,101,Undirected,0.004310344827586207,5,#8FD400,232,-3.76813,40.39481,-3.76535,40.390570000000004,526.6690827509943,2.2701253566853206
136,78,Undirected,0.003937007874015748,7,#EE7518,254,-3.64106,40.430209999999995,-3.6428199999999995,40.43569,626.5727322319958,2.4668217804409283
271,272,Undirected,0.0033783783783783786,3,#FFD000,296,-3.69265,40.35089,-3.6931800000000004,40.34154,1039.212116055768,3.510851743431649
145,122,Undirected,0.0028901734104046237,7,#EE7518,346,-3.7137300000000004,40.43907,-3.7122900000000003,40.44637,819.7695066104775,2.36927603066612
49,11,Undirected,0.004651162790697674,5,#8FD400,215,-3.70566,40.42014,-3.7018,40.42001,327.90946764317454,1.5251603146194164
51,197,Undirected,0.004784688995215311,3,#FFD000,209,-3.7134099999999997,40.42709,-3.7112,40.42342,448.61042102696206,2.1464613446266125
257,202,Undirected,0.0027027027027027033,10,#005AA9,370,-3.7839199999999997,40.38364,-3.7746199999999996,40.39698,1678.6185508123128,4.536806894087332
295,294,Undirected,0.0035460992907801413,1,#2DBEF0,282,-3.5931599999999997,40.36007,-3.59953,40.36323,644.8957755886524,2.28686445244203
59,60,Undirected,0.004784688995215311,4,#B65518,209,-3.68663,40.42543,-3.6829199999999997,40.42503,317.9550279292199,1.5213159231063154
281,282,Undirected,0.003690036900369004,10,#005AA9,271,-3.6468800000000003,40.55048,-3.63513,40.55442,1087.1683834022158,4.011691451668693
25,24,Undirected,0.0024875621890547268,1,#2DBEF0,402,-3.6247199999999995,40.38216,-3.63951,40.38732,1380.392234432819,3.433811528439848
21,20,Undirected,0.003508771929824561,1,#2DBEF0,285,-3.6586800000000004,40.39266,-3.66414,40.395540000000004,563.1695865299067,1.976033636947041
152,154,Undirected,0.0030959752321981426,7,#EE7518,323,-3.72305,40.48502,-3.72589,40.49511,1146.0134308448019,3.548029197661925
23,24,Undirected,0.0034129692832764505,1,#2DBEF0,293,-3.6452199999999997,40.38977,-3.63951,40.38732,555.9382000876121,1.8974000002990175
300,184,Undirected,0.0024509803921568627,9,#A60084,408,-3.5247900000000003,40.34134,-3.5206,40.32837,1483.560904367819,3.636178687176027
91,92,Undirected,0.003355704697986577,5,#8FD400,298,-3.71105,40.40704,-3.70664,40.40387,513.8532836729603,1.7243398780971821
135,134,Undirected,0.003759398496240601,7,#EE7518,266,-3.6333,40.42842,-3.62572,40.42799,644.9939448621454,2.424789266399043
73,264,Undirected,0.0036764705882352936,4,#B65518,272,-3.6452400000000003,40.477109999999996,-3.65257,40.47537,650.9054256132554,2.3930346529899094
267,43,Undirected,0.0036496350364963507,3,#FFD000,274,-3.6978800000000005,40.38409,-3.6951099999999997,40.39116,819.5420867083317,2.991029513534057
130,129,Directed,0.0036496350364963507,6,#98989B,274,-3.74534,40.4051,-3.73894,40.409929999999996,763.4033299077959,2.786143539809474
129,130,Directed,0.0034602076124567475,6,#98989B,289,-3.73894,40.409929999999996,-3.74534,40.4051,763.4033299077959,2.641534013521785
142,120,Undirected,0.004016064257028112,10,#005AA9,249,-3.6914800000000003,40.43825,-3.6924099999999997,40.44662,932.7741774912893,3.746081034101563
233,234,Undirected,0.003134796238244514,12,#A49800,319,-3.7594199999999995,40.3266,-3.7679699999999996,40.32177,903.1454478770524,2.831176952592641
3,4,Undirected,0.0031847133757961785,1,#2DBEF0,314,-3.69825,40.46055,-3.7030199999999995,40.45429,804.3057379987941,2.561483242034376
145,41,Undirected,0.003861003861003861,7,#EE7518,259,-3.7137300000000004,40.43907,-3.70433,40.43841,800.9015929160207,3.0922841425328986
30,60,Undirected,0.004366812227074236,4,#B65518,229,-3.67591,40.42455,-3.6829199999999997,40.42503,597.2681549158942,2.6081578817287956
57,86,Undirected,0.0037174721189591076,5,#8FD400,269,-3.6959400000000002,40.42772,-3.6976199999999997,40.42293,550.6704272185699,2.0471019599203344
1,165,Undirected,0.0038167938931297713,9,#A60084,262,-3.68917,40.4669,-3.6791699999999996,40.46763,851.9547339734011,3.251735625852676
127,36,Undirected,0.0034965034965034965,R,#FFFFFF,286,-3.7203199999999996,40.42107,-3.7094199999999997,40.41809,982.4744552559129,3.4352253680276674
31,83,Undirected,0.0034602076124567475,9,#A60084,289,-3.6801199999999996,40.422940000000004,-3.68258,40.43278,1112.4240053213898,3.8492180114926984
11,12,Undirected,0.004081632653061225,1,#2DBEF0,245,-3.7018,40.42001,-3.7032599999999998,40.41688,368.9909411373793,1.5060854740301197
107,96,Directed,0.0021598272138228947,6,#98989B,463,-3.7231300000000003,40.3869,-3.7313199999999997,40.388459999999995,716.65512092958,1.547851233109244
96,107,Directed,0.0020920502092050207,6,#98989B,478,-3.7313199999999997,40.388459999999995,-3.7231300000000003,40.3869,716.65512092958,1.4992784956685774
105,104,Directed,0.0027624309392265192,6,#98989B,362,-3.74099,40.3927,-3.7442900000000003,40.399229999999996,777.3487983071068,2.1473723710141073
104,105,Directed,0.002652519893899204,6,#98989B,377,-3.7442900000000003,40.399229999999996,-3.74099,40.3927,777.3487983071068,2.061933152008241
